V1	V2	V3
Locus12113	0.0100683336111216	NA	NA
Locus12116	0.0154628992290756	NA	NA
Locus1212	0.852162948127375	NA	NA
Locus12121	0.345639124028429	NA	NA
Locus12123	0.0454118383234354	NA	NA
Locus12127	0.408566713011056	NA	NA
Locus12136	0.191156978391352	NA	NA
Locus12138	0.7488019531359	NA	NA
Locus12139	0.953005210426708	NA	NA
Locus1214	0.0619858020784869	NA	NA
Locus12143	0.245917200569365	NA	NA
Locus12149	0.00162529283885417	NA	NA
Locus1215	0.376537311784746	NA	NA
Locus12153	0.137045039425389	NA	NA
Locus12156	0.263344916085472	NA	NA
Locus1216	0.000678052708583459	NA	NA
Locus12162	0.201114197262197	NA	NA
Locus12164	0.381435335233904	NA	NA
Locus1217	0.171670645191871	NA	NA
Locus12170	0.278856014500833	NA	NA
Locus12174	0.0780903362213196	NA	NA
Locus1218	0.039180820910597	NA	NA
Locus12180	0.0106621484375954	NA	NA
Locus12182	0.750363907246427	NA	NA
Locus12184	0.196028905826453	NA	NA
Locus122	0.0100279872024764	NA	NA
Locus12203	0.0909658984423939	NA	NA
Locus12204	0.133415471727553	NA	NA
Locus1221	0.0569623482817745	NA	NA
